"pack_metadata","pack_side","jar_filename","mod_id","mod_name","version","classification","discovery_batch","source_repository","repository_host","mapping_status","version_match_status","evidence_basis","evidence_url","notes"
"create-enchantment-industry.pw.toml","both","create-enchantment-industry-2.4.2.jar","create-enchantment-industry","Create: Enchantment Industry","2.4.2","gameplay_primary","02_create_engineering_transport_logistics","https://github.com/DragonsPlusMinecraft/CreateEnchantmentIndustry","github.com","repository_verified","source_aligned","official_project_source_link","https://github.com/DragonsPlusMinecraft/CreateEnchantmentIndustry","Official CurseForge Source link identifies the repository; no exact 2.4.2 tag or release was found in a brief check."
"create-escalated.pw.toml","both","escalated-1.3.2-mc.1.21.1.jar","create-escalated","Create: Escalated","1.3.2","gameplay_primary","02_create_engineering_transport_logistics","https://github.com/Create-In-Locomotion/Create-Escalated","github.com","repository_verified","exact_release_or_tag","official_release_tag_and_source_metadata_match","https://github.com/Create-In-Locomotion/Create-Escalated/tree/v1.3.2%2Bcreate-v6-1.21.1","Official source repository has exact tag v1.3.2+create-v6-1.21.1 matching installed version 1.3.2."
"create-factory.pw.toml","both","create_factory-0.7b-1.21.1.jar","create-factory","Create: Factory","0.7b","gameplay_primary","02_create_engineering_transport_logistics","https://github.com/Antop90fr1/CreateFactory","github.com","repository_verified","source_aligned","official_project_source_link","https://github.com/Antop90fr1/CreateFactory","Official CurseForge Source link identifies the repository; no exact 0.7b tag or release was found in a brief check."
"create-fantasizing-again.pw.toml","both","create_fantasizing-1.21.1-1.2.0-b3.jar","create-fantasizing-again","Create: Fantasizing Again","1.2.0-b3","gameplay_primary","02_create_engineering_transport_logistics","https://github.com/Ironnoob73/Create-FantasizingAgain","github.com","repository_verified","source_aligned","official_project_source_link","https://github.com/Ironnoob73/Create-FantasizingAgain","Official CurseForge Source link identifies the repository; no exact 1.2.0-b3 tag or release was found in a brief check."
"create-fast-schematiccannon.pw.toml","both","CreateFastSchematicCannon-1.4.1-neoforge-1.21.1.jar","create-fast-schematiccannon","Create: Fast SchematicCannon","1.4.1-neoforge","gameplay_primary","02_create_engineering_transport_logistics","","","no_verifiable_public_repository_found","not_applicable","official_project_page_and_repository_search_no_mapping","https://www.curseforge.com/minecraft/mc-mods/create-fast-schematiccannon","Official project provides no valid implementation Source link. Targeted searches by project name, author, and project slug found no verifiable public implementation repository as of 2026-09-07."
"create-food.pw.toml","both","createfood-neoforge-1.21.1-2.7.1.jar","create-food","Create: Food","2.7.1","gameplay_primary","03_food_farming_cooking","https://github.com/AverageAnime/create-food-multiloader","github.com","repository_verified","source_aligned","official_project_source_link","https://www.curseforge.com/minecraft/mc-mods/create-food","Official CurseForge Source link; no exact public tag or commit pinned."
"create-framed.pw.toml","both","createframed-1.21.1-1.8.2.jar","create-framed","Create: Framed","1.8.2","gameplay_primary","04_building_decor_general_content","https://github.com/DakotaPride/create-framed","github.com","repository_verified","source_aligned","official_project_source_link","https://www.curseforge.com/minecraft/mc-mods/create-framed","Official CurseForge Source link; no exact public tag or commit pinned."
"create-garnished-reworked.pw.toml","both","creategarnished-0.1.7.4+1.21.1-neoforged.jar","create-garnished-reworked","Create: Garnished Reworked","0.1.7.4","gameplay_primary","03_food_farming_cooking","https://github.com/DakotaPride/create-garnished-forge","github.com","repository_verified","source_aligned","official_project_source_link","https://www.curseforge.com/minecraft/mc-mods/create-garnished-reworked","Official CurseForge Source link matches the project despite the legacy repository name; no exact tag or commit pinned."
"create-integrated-farming.pw.toml","both","create-integrated-farming-1.3.3b.jar","create-integrated-farming","Create: Integrated Farming","1.3.3b","gameplay_primary","03_food_farming_cooking","https://github.com/DragonsPlusMinecraft/CreateIntegratedFarming","github.com","repository_verified","source_aligned","official_project_and_repository_identity_match","https://modrinth.com/mod/create-integrated-farming","Official Modrinth source link and repository metadata match the project; no exact tag or commit pinned."
"create-mechanical-botany.pw.toml","both","mechanical_botany-1.1.3+1.21.1-neoforged.jar","create-mechanical-botany","Create: Mechanical Botany","1.1.3","gameplay_primary","03_food_farming_cooking","https://github.com/DakotaPride/Create-Mechanical-Botany","github.com","repository_verified","source_aligned","official_project_source_link","https://www.curseforge.com/minecraft/mc-mods/create-mechanical-botany","Official CurseForge Source link; no exact public tag or commit pinned."
"create-mechanical-confection.pw.toml","both","createmechanicalconfection-0.3.0.jar","create-mechanical-confection","Create:Mechanical Confection","0.3.0","gameplay_primary","03_food_farming_cooking","https://github.com/Aupoex/Create-Mechanical-Confection","github.com","repository_verified","source_aligned","official_project_source_link","https://www.curseforge.com/minecraft/mc-mods/create-mechanical-confection","Official CurseForge Source link; no exact public tag or commit pinned."
"create-metalwork.pw.toml","both","createmetalwork-2.0.0.jar","create-metalwork","Create: Metalwork","2.0.0","gameplay_primary","02_create_engineering_transport_logistics","https://github.com/AverageAnime/create-metalwork","github.com","repository_verified","source_aligned","official_project_source_link","https://github.com/AverageAnime/create-metalwork","Official CurseForge Source link identifies the repository; no exact 2.0.0 tag or release was found in a brief check."
"create-misc-and-things.pw.toml","both","create_things_and_misc-4.1.1-neoforge-1.21.1.jar","create-misc-and-things","Create : Misc & Things","4.1.1","gameplay_primary","04_building_decor_general_content","","","no_verifiable_public_repository_found","not_applicable","official_project_page_and_repository_search_no_mapping","https://www.curseforge.com/minecraft/mc-mods/create-misc-and-things","Official project and Modrinth pages provide no Source link. Targeted project-name, author, and slug searches found no verifiable implementation repository as of 2026-09-07."
"create-mobile-packages.pw.toml","both","create_mobile_packages-1.21.1-0.7.7.jar","create-mobile-packages","Create: Mobile Packages","0.7.7","gameplay_primary","02_create_engineering_transport_logistics","https://github.com/timplay33/Create-Mobile-Packages","github.com","repository_verified","exact_release_or_tag","official_release_tag_and_source_metadata_match","https://github.com/timplay33/Create-Mobile-Packages/tree/1.21.1-0.7.7","Official source repository has exact tag 1.21.1-0.7.7 matching installed version 0.7.7."
"create-mob-spawners.pw.toml","both","create_mob_spawners-1.1.0.jar","create-mob-spawners","Create: Mob Spawners","1.1.0","gameplay_primary","02_create_engineering_transport_logistics","https://github.com/kvnmtz/create-mob-spawners","github.com","repository_verified","exact_release_or_tag","official_release_tag_and_source_metadata_match","https://github.com/kvnmtz/create-mob-spawners/tree/1.21.1-1.1.0","Official source repository has exact tag 1.21.1-1.1.0 matching installed version 1.1.0."
"create-more-package-couriers.pw.toml","both","cmpackagecouriers-neoforge-2.3.0.jar","create-more-package-couriers","Create More: Package Couriers","2.3.0","gameplay_primary","02_create_engineering_transport_logistics","https://github.com/rekales/create-more-package-couriers","github.com","repository_verified","source_aligned","official_project_source_link","https://github.com/rekales/create-more-package-couriers","Official CurseForge Source link identifies the repository; no exact 2.3.0 tag or release was found in a brief check."
"create-new-age.pw.toml","both","create-new-age-1.2.0+neoforge-mc1.21.1.jar","create-new-age","Create: New Age","1.2.0","gameplay_primary","02_create_engineering_transport_logistics","https://gitlab.com/antarcticgardens/create-new-age","gitlab.com","repository_verified","source_aligned","official_project_source_link","https://gitlab.com/antarcticgardens/create-new-age","Official CurseForge Source link identifies the repository; no exact 1.2.0 tag or release was found in a brief check."
"createnuclear.pw.toml","both","createnuclear-1.3.2-beta.3-neoforge.jar","createnuclear","Create Nuclear","1.3.2-beta.3","gameplay_primary","02_create_engineering_transport_logistics","https://github.com/Create-Nuclear-Team/CreateNuclearNeoForge","github.com","repository_verified","exact_source_commit","release-linked_source_commit_and_exact_provider_artifact","https://github.com/Create-Nuclear-Team/CreateNuclearNeoForge/tree/cde16a4f2a677c9317d991ddc493e1e9579e98f4","The selected release links this source commit; upstream license metadata differs between provider and repository, as documented in the rc.8 notes."
"create-nuclear-ore-gen-tweaks.pw.toml","both","cnoregen-1.0.0.jar","cnoregen","Create Nuclear Ore Gen Tweaks","1.0.0","gameplay_primary","05_worldgen_structures_adventure","https://github.com/Vasysik/cnoregen","github.com","repository_verified","source_aligned","public_source_tree_and_exact_provider_artifact","https://modrinth.com/mod/create-nuclear-ore-gen-tweaks/version/6ylgFHmW","Public source tree revision 406267e860f96e5cfa795d5435656f9e2e13525e was inspected; it was not asserted to be the exact release source."
"create-optical.pw.toml","both","create_optical-0.4.2.jar","create-optical","Create Optical","0.4.2","gameplay_primary","02_create_engineering_transport_logistics","https://github.com/luccaPossamai/optical","github.com","repository_verified","source_aligned","official_project_source_link","https://github.com/luccaPossamai/optical","Official CurseForge Source link identifies the repository; no exact 0.4.2 tag or release was found in a brief check."
"create-ornithopter-glider.pw.toml","both","createornithopterglider-1.2.0-1.21.1.jar","create-ornithopter-glider","Create: Ornithopter Glider","1.2.0","gameplay_primary","02_create_engineering_transport_logistics","https://github.com/Rerison-Alves/create_ornithopter_glider_neoforge","github.com","repository_verified","exact_release_or_tag","official_release_tag_and_source_metadata_match","https://github.com/Rerison-Alves/create_ornithopter_glider_neoforge/tree/1.2.0%2B1.21.1","Official source repository has exact tag 1.2.0+1.21.1 matching installed version 1.2.0."
"create-pattern-schematics.pw.toml","both","create_pattern_schematics-2.0.10.jar","create-pattern-schematics","Create: Pattern Schematics","2.0.10","gameplay_primary","02_create_engineering_transport_logistics","https://github.com/cakeGit/Pattern-Schematics-Multiloader","github.com","repository_verified","source_aligned","official_project_source_link","https://github.com/cakeGit/Pattern-Schematics-Multiloader","Official CurseForge Source link identifies the repository; no exact 2.0.10 tag or release was found in a brief check."
"create-petrochem.pw.toml","both","petrochem-neoforge-1.21.1-1.3.2.jar","create-petrochem","Create: Petrochem","1.3.2","gameplay_primary","02_create_engineering_transport_logistics","https://github.com/hadron13/Petrochem","github.com","repository_verified","source_aligned","official_project_source_link","https://www.curseforge.com/minecraft/mc-mods/create-petrochem","Official CurseForge Source link; no exact public tag or commit pinned."
"create-prismatic-shine.pw.toml","both","createprism-1.2.2.jar","create-prismatic-shine","Create: Prismatic Shine","1.2.2","gameplay_primary","02_create_engineering_transport_logistics","https://github.com/adonis-baffin/CreatePrism","github.com","repository_verified","source_aligned","official_project_and_repository_identity_match","https://www.curseforge.com/minecraft/mc-mods/create-prismatic-shine","Official project description links the matching implementation repository; no exact tag or commit pinned."
"createpropulsion.pw.toml","both","createpropulsion-1.1.5.jar","createpropulsion","Create Propulsion: Simulated","1.1.5","gameplay_primary","01_core_create_aeronautics_cc_weapons","https://github.com/Propulsion-Team/create-propulsion-simulated","github.com","repository_verified","exact_version_and_file","curseforge_file_page_export_manifest_and_public_source","https://www.curseforge.com/minecraft/mc-mods/create-propulsion-simulated/files/8496246","CurseForge projectID=1522736; fileID=8496246; author=kyivsec; category=01_core_create_aeronautics_cc_weapons Installed artifact filename verified from mods-files.txt; version resolved from the installed filename without inspecting JAR internals."
"create-railways-navigator.pw.toml","both","createrailwaysnavigator-neoforge-1.21.1-beta-0.9.1-C6.jar","create-railways-navigator","Create Railways Navigator","1.21.1-beta-0.9.1-C6","gameplay_support","06_qol_ui_maps_social_progression","https://github.com/MisterJulsen/Create-Train-Navigator","github.com","exact_commit_pinned","exact_commit","official_release_tag_and_source_metadata_match","https://github.com/MisterJulsen/Create-Train-Navigator/releases/tag/1.21.1-beta-0.9.1-C6","Official source repository and exact tag 1.21.1-beta-0.9.1-C6 identify release commit fea13b7."
"create-rolling-tones.pw.toml","both","rolling-tones-0.2.2.jar","create-rolling-tones","Create: Rolling Tones","0.2.2","gameplay_primary","02_create_engineering_transport_logistics","https://github.com/SnailPerson/Create-Rolling-Tones","github.com","repository_verified","source_aligned","official_project_source_link","https://www.curseforge.com/minecraft/mc-mods/create-rolling-tones","Official CurseForge Source link; no exact public tag or commit pinned."
"create-rubberworks.pw.toml","both","rubberworks-neoforge-1.21.1-1.1.4.jar","create-rubberworks","Create: Rubberworks","1.1.4","gameplay_primary","02_create_engineering_transport_logistics","https://github.com/hadron13/Rubberworks","github.com","repository_verified","source_aligned","official_project_source_link","https://www.curseforge.com/minecraft/mc-mods/create-rubberworks","Official CurseForge Source link; no exact public tag or commit pinned."
"create-sound-of-steam.pw.toml","both","pipeorgans-0.8.2+1.21.1.jar","create-sound-of-steam","Create: Sound of Steam","0.8.2","gameplay_primary","02_create_engineering_transport_logistics","https://github.com/CSOS-Team/SoundOfSteam","github.com","repository_verified","source_aligned","official_project_source_link","https://www.curseforge.com/minecraft/mc-mods/create-sound-of-steam","Official Source link redirects to the current organization repository; no exact tag or commit pinned."
"create-stock-market.pw.toml","both","create-stockmarket-1.1.0+mc1.21.1.jar","create-stock-market","Create: Stock Market","1.1.0","gameplay_primary","02_create_engineering_transport_logistics","https://github.com/Deokma/create-stockmarket","github.com","repository_verified","source_aligned","official_project_source_link","https://www.curseforge.com/minecraft/mc-mods/create-stock-market","Official CurseForge Source link; no exact public tag or commit pinned."
"create-stone-generators.pw.toml","both","create_generators-1.2.5-neoforge-1.21.1.jar","create-stone-generators","Create: Easy Stone Generators","1.2.5","gameplay_primary","02_create_engineering_transport_logistics","","","no_verifiable_public_repository_found","not_applicable","official_project_page_and_repository_search_no_mapping","https://www.curseforge.com/minecraft/mc-mods/create-stone-generators","Official project provides no valid implementation Source link. Targeted searches by project name, author, and project slug found no verifiable public implementation repository as of 2026-09-07."
"create-structures-arise.pw.toml","both","Create-Structures-Arise-1.21.1-NeoForge-176.49.49.jar","create_structures_arise","Create: Structures Arise","176.49.49","gameplay_primary","05_worldgen_structures_adventure","https://github.com/SmartStreamLabs/Create--Structures-Arise","github.com","repository_verified","source_aligned","public_source_tree_and_exact_provider_artifact","https://modrinth.com/mod/create-structures-arise/version/bSLlGvYn","Public source tree revision 59fa1eb18a586fb314be9a232a7efd2253c869b5 was inspected; it was not asserted to be the exact release source."
"create-stuff-additions.pw.toml","both","create-stuff-additions1.21.1_v2.1.4b.jar","create-stuff-additions","Create Stuff 'N Additions","2.1.4b","gameplay_primary","02_create_engineering_transport_logistics","","","no_verifiable_public_repository_found","not_applicable","official_project_page_and_repository_search_no_mapping","https://www.curseforge.com/minecraft/mc-mods/create-stuff-additions","Official Source link points to YouTube, not implementation source. Targeted searches by project name, author, and project slug found no verifiable public implementation repository as of 2026-09-07."
"create-tracks.pw.toml","both","tracks-neoforge-1.21.1-1.0.1.jar","tracks","Create: Tracks","1.0.1","gameplay_primary","02_create_engineering_transport_logistics","","","no_verifiable_public_repository_found","exact_installed_artifact","official_project_metadata_and_exact_artifact_inspection","https://modrinth.com/mod/create-tracks/version/V4hhNZeU","Official project metadata exposes no source or issue URL. The JAR contains Trackwork placeholder art under an ARR notice; Ch4oS does not bundle the JAR or those assets."
"create-trading-floor.pw.toml","both","trading_floor-3.0.16.jar","create-trading-floor","Create: Trading Floor","3.0.16","gameplay_primary","02_create_engineering_transport_logistics","https://github.com/cakeGit/Create-Trading-Floor","github.com","repository_verified","source_aligned","official_project_source_link","https://www.curseforge.com/minecraft/mc-mods/create-trading-floor","Official CurseForge Source link; no exact public tag or commit pinned."
"create-train-parts.pw.toml","both","create_train_parts-0.5.2-1.21.1-6.0.10-281.jar","create-train-parts","Create Train Parts","0.5.2","gameplay_primary","02_create_engineering_transport_logistics","https://github.com/TiesToetToet/Create-Train-Parts","github.com","repository_verified","source_aligned","official_project_source_link","https://github.com/TiesToetToet/Create-Train-Parts","Official CurseForge Source link identifies the repository; no exact 0.5.2 tag or release was found in a brief check."
"create-transmission.pw.toml","both","createtransmission-1.2.2+neoforge-create6-1.21.1.jar","create-transmission","Create: Transmission!","1.2.2","gameplay_primary","02_create_engineering_transport_logistics","https://github.com/SerpensSolida/CreateTransmission","github.com","repository_verified","source_aligned","official_project_source_link","https://www.curseforge.com/minecraft/mc-mods/create-transmission","Official CurseForge Source link; no exact public tag or commit pinned."
"create-tweaked-controllers.pw.toml","both","create_tweaked_controllers-1.21.1-1.2.7.jar","create-tweaked-controllers","Create: Tweaked Controllers","1.21.1-1.2.7","gameplay_primary","02_create_engineering_transport_logistics","https://github.com/getItemFromBlock/Create-Tweaked-Controllers","github.com","repository_verified","source_aligned","official_project_source_link","https://www.curseforge.com/minecraft/mc-mods/create-tweaked-controllers","Official CurseForge Source link; no exact public tag or commit pinned."
"create-vibrant-vaults.pw.toml","both","create_vibrant_vaults-0.3.2.jar","create-vibrant-vaults","Create: Vibrant Vaults","0.3.2","gameplay_primary","04_building_decor_general_content","https://github.com/ZLT9/create-vibrant-vaults","github.com","repository_verified","source_aligned","official_project_source_link","https://www.curseforge.com/minecraft/mc-mods/create-vibrant-vaults","Official CurseForge Source link; no exact public tag or commit pinned."
"create-winery.pw.toml","both","create_winery-2.0.2-neoforge-1.21.1.jar","create-winery","Create: Winery","2.0.2","gameplay_primary","03_food_farming_cooking","","","no_verifiable_public_repository_found","not_applicable","official_project_page_and_repository_search_no_mapping","https://www.curseforge.com/minecraft/mc-mods/create-winery","Official project provides no Source link. The author's similarly named GitHub repository contains translations only; targeted searches found no implementation repository as of 2026-09-07."
"create-wrapped.pw.toml","both","create_wrapped-1.0.3-neoforge-1.21.1.jar","create-wrapped","Create: Wrapped","1.0.3","gameplay_primary","04_building_decor_general_content","","","no_verifiable_public_repository_found","not_applicable","official_project_page_and_repository_search_no_mapping","https://www.curseforge.com/minecraft/mc-mods/create-wrapped","Official CurseForge and Modrinth pages provide no Source link. Targeted project-name, author, and slug searches found no verifiable implementation repository as of 2026-09-07."
"create-xaeros-map.pw.toml","both","sablexaeromaps-1.21.1-1.4.0.jar","create-xaeros-map","Create - Xaero's map","1.4.0","gameplay_support","06_qol_ui_maps_social_progression","","","no_verifiable_public_repository_found","not_applicable","official_project_page_and_repository_search_no_mapping","https://www.curseforge.com/minecraft/mc-mods/create-xaeros-map/files/8736099","Official CurseForge and Modrinth listings provide no Source link. Targeted project and author searches found no verifiable public implementation repository as of 2026-09-07."
"cupboard.pw.toml","both","cupboard-1.21.1-4.1.jar","cupboard","Cupboard","4.1","library_dependency","09_libraries_apis_compat_loaders","https://github.com/someaddons/cupboard","github.com","repository_verified","pending","official_project_source_link","https://github.com/someaddons/cupboard","Official project Source link resolves to the canonical repository; no exact installed release or tag was obvious."
"curios.pw.toml","both","curios-neoforge-9.5.1+1.21.1.jar","curios","Curios API","9.5.1","library_dependency","09_libraries_apis_compat_loaders","https://github.com/TheIllusiveC4/Curios","github.com","repository_verified","pending","official_project_source_link","https://github.com/TheIllusiveC4/Curios","Official project Source link resolves to the canonical repository; no exact installed release or tag was obvious."
"cut-through.pw.toml","both","CutThrough-v21.1.0-1.21.1-NeoForge.jar","cut-through","Cut Through","21.1.0","gameplay_support","06_qol_ui_maps_social_progression","https://github.com/Fuzss/cut-through","github.com","repository_verified","pending","official_project_source_link","https://github.com/Fuzss/cut-through","Official project Source link resolves to this implementation repository; no exact source tag was verified for version 21.1.0."
"despawn-tweaks.pw.toml","both","despawntweaks-neoforge-1.0.0-1.21.1.jar","despawn-tweaks","Despawn Tweaks","1.0.0","performance_infrastructure","08_performance_stability_networking","https://github.com/txnimc/DespawnTweaks","github.com","repository_verified","pending","official_project_source_link","https://github.com/txnimc/DespawnTweaks","The official CurseForge project Source link identifies this canonical implementation repository; no straightforward matching release or tag was verified."
"distanthorizons.pw.toml","both","DistantHorizons-3.2.0-b-1.21.1-fabric-neoforge.jar","distanthorizons","Distant Horizons","3.2.0-b","gameplay_primary","08_performance_stability_networking","","","source_not_rechecked_for_current_release","exact_installed_artifact","official_provider_release_and_installed_jar_metadata","https://modrinth.com/mod/distanthorizons/version/ZpKb4kZp","Current official provider artifact; public-source mapping was not refreshed for this supplemental release catalog."
"dragonlib.pw.toml","both","dragonlib-neoforge-1.21.1-beta-3.0.28.jar","dragonlib","DragonLib","beta-3.0.28","library_dependency","09_libraries_apis_compat_loaders","https://github.com/MisterJulsen/MC-DragonLib2","github.com","repository_verified","exact_release_or_tag","official_release_tag_and_source_metadata_match","https://github.com/MisterJulsen/MC-DragonLib2/tree/1.21.1-beta-3.0.28","Official source repository has exact tag 1.21.1-beta-3.0.28 matching the installed Minecraft 1.21.1 build."
"drippy-loading-screen.pw.toml","client","drippyloadingscreen_neoforge_3.1.5_MC_1.21.1.jar","drippy-loading-screen","Drippy Loading Screen","3.1.5","client_visual","07_visuals_menus_animation_shaders","https://github.com/Keksuccino/Drippy-Loading-Screen","github.com","repository_verified","pending","official_project_source_link","https://www.curseforge.com/minecraft/mc-mods/drippy-loading-screen","Official CurseForge Source link verifies the implementation repository; no exact public 3.1.5 tag or commit was identified."
"e4mc.pw.toml","client","e4mc-neoforge-6.2.1.jar","e4mc","e4mc","6.2.1","performance_infrastructure","08_performance_stability_networking","https://github.com/vgskye/e4mc-minecraft-architectury","github.com","repository_verified","pending","official_project_source_link","https://github.com/vgskye/e4mc-minecraft-architectury","The official CurseForge project Source link identifies this canonical implementation repository; no straightforward matching release or tag was verified."
"easy-anvils.pw.toml","both","EasyAnvils-v21.1.0-1.21.1-NeoForge.jar","easy-anvils","Easy Anvils","21.1.0","gameplay_support","06_qol_ui_maps_social_progression","https://github.com/Fuzss/easy-anvils","github.com","repository_verified","pending","official_project_source_link","https://github.com/Fuzss/easy-anvils","Official project Source link resolves to this implementation repository; no exact source tag was verified for version 21.1.0."
"easy-magic.pw.toml","both","EasyMagic-v21.1.4-1.21.1-NeoForge.jar","easy-magic","Easy Magic","21.1.4","gameplay_support","06_qol_ui_maps_social_progression","https://github.com/Fuzss/easy-magic","github.com","repository_verified","pending","official_project_source_link","https://github.com/Fuzss/easy-magic","Official project Source link resolves to this implementation repository; no exact source tag was verified for version 21.1.4."
"embers-log-filtering.pw.toml","both","logfilter-neoforge-1.21.1-1.1.2.jar","logfilter","Ember's Log Filtering","1.1.2","performance_stability","08_performance_stability_networking","https://git.tysontheember.dev/TysonTheEmber/LogFilter","git.tysontheember.dev","repository_verified","source_aligned","public_source_tree_and_exact_provider_artifact","https://modrinth.com/mod/embers-log-filtering/version/rxiqkrkD","Public source revision ad55645670ebea21c2f9c27961c5c4dc325c25c9 was inspected; the official download is not bundled."
"enchantment-descriptions.pw.toml","both","enchdesc-neoforge-1.21.1-21.1.11.jar","enchantment-descriptions","Enchantment Descriptions","21.1.11","gameplay_support","06_qol_ui_maps_social_progression","https://github.com/Darkhax-Minecraft/Enchantment-Descriptions","github.com","repository_verified","pending","official_project_source_link","https://github.com/Darkhax-Minecraft/Enchantment-Descriptions","Official project Source link resolves to this implementation repository; no exact source tag was verified for version 21.1.11."
"entity-model-features.pw.toml","client","entity_model_features-3.2.4-1.21-neoforge.jar","entity-model-features","[EMF] Entity Model Features [Fabric & Forge]","3.2.4","client_visual","07_visuals_menus_animation_shaders","https://github.com/Traben-0/Entity_Model_Features","github.com","repository_verified","source_aligned","official_project_source_link","https://www.curseforge.com/minecraft/mc-mods/entity-model-features","Official CurseForge Source link; repository changelog contains 3.2.4, but no exact public tag or commit was pinned."
"entity-texture-features-fabric.pw.toml","client","entity_texture_features_1.21-neoforge-7.1.jar","entity-texture-features-fabric","[ETF] Entity Texture Features - [Fabric & Forge]","7.1","client_visual","07_visuals_menus_animation_shaders","https://github.com/Traben-0/Entity_Texture_Features","github.com","repository_verified","source_aligned","official_project_source_link","https://www.curseforge.com/minecraft/mc-mods/entity-texture-features-fabric","Official CurseForge Source link; repository changelog contains 7.1, but no exact public tag or commit was pinned."
"epherolib.pw.toml","both","EpheroLib-1.21.1-NEO-FORGE-1.2.0.jar","epherolib","EpheroLib","1.2.0","library_dependency","09_libraries_apis_compat_loaders","https://github.com/ExcessiveAmountsOfZombies/EpheroLib","github.com","repository_verified","pending","official_project_source_link","https://github.com/ExcessiveAmountsOfZombies/EpheroLib","Official project Source link resolves to the canonical repository; no exact installed release or tag was obvious."
"euphoria-patches.pw.toml","client","EuphoriaPatcher-1.9.3-r5.8.1-neoforge.jar","euphoria-patches","Euphoria Patches","1.9.3-r5.8.1","client_visual","07_visuals_menus_animation_shaders","https://github.com/EuphoriaPatches/EuphoriaPatcher","github.com","repository_verified","pending","official_project_source_link","https://www.curseforge.com/minecraft/mc-mods/euphoria-patches","Official CurseForge Source link verifies the implementation repository; no exact public 1.9.3-r5.8.1 tag or commit was identified."
"extra-create-recipe.pw.toml","both","extra_create_recipes_1.21.1_v1.jar","extra-create-recipe","Extra Create Recipe","1","gameplay_integration","10_aoca_specific_authored_pack_layer","","","no_verifiable_public_repository_found","not_applicable","official_project_page_and_repository_search_no_mapping","https://www.curseforge.com/minecraft/mc-mods/extra-create-recipe/files/7370449","Official project provides no Source link. Author-profile review and targeted searches found no verifiable public implementation repository as of 2026-09-07."
"fancymenu.pw.toml","client","fancymenu_neoforge_3.9.12_MC_1.21.1.jar","fancymenu","FancyMenu","3.9.12","client_visual","07_visuals_menus_animation_shaders","https://github.com/Keksuccino/FancyMenu","github.com","repository_verified","pending","official_project_source_link","https://www.curseforge.com/minecraft/mc-mods/fancymenu","Official CurseForge Source link verifies the implementation repository; the repository has no public releases and no exact 3.9.12 tag or commit was identified."
"farmers-delight.pw.toml","both","FarmersDelight-1.21.1-1.3.3.jar","farmers-delight","Farmer's Delight","1.3.3","gameplay_primary","03_food_farming_cooking","https://github.com/vectorwing/FarmersDelight","github.com","repository_verified","source_aligned","official_project_source_link","https://www.curseforge.com/minecraft/mc-mods/farmers-delight","Official CurseForge Source link; no exact public tag or commit pinned."
"ferritecore.pw.toml","both","ferritecore-7.0.3-neoforge.jar","ferritecore","FerriteCore ((Neo)Forge)","7.0.3","performance_infrastructure","08_performance_stability_networking","https://github.com/malte0811/FerriteCore","github.com","repository_verified","exact_release_or_tag","official_release_tag_and_source_metadata_match","https://github.com/malte0811/FerriteCore/tree/build-7.0.3","Official source repository has exact tag build-7.0.3 matching the installed version."
"fix-gpu-memory-leak.pw.toml","client","gpumemleakfix-1.21-1.8.jar","fix-gpu-memory-leak","fix GPU memory leak","1.8","performance_infrastructure","08_performance_stability_networking","https://github.com/someaddons/gpumemleakfix","github.com","repository_verified","pending","official_project_source_link","https://github.com/someaddons/gpumemleakfix","The official CurseForge project Source link identifies this canonical implementation repository; no straightforward matching release or tag was verified."
"forgified-fabric-api.pw.toml","both","forgified-fabric-api-0.116.15+2.3.5+1.21.1.jar","forgified-fabric-api","Forgified Fabric API","0.116.15+2.3.5+1.21.1","library_dependency","09_libraries_apis_compat_loaders","https://github.com/Sinytra/ForgifiedFabricAPI","github.com","repository_verified","exact_release_or_tag","official_release_tag_and_source_metadata_match","https://github.com/Sinytra/ForgifiedFabricAPI/tree/0.116.15%2B2.3.5%2B1.21.1","Official source repository has exact tag 0.116.15+2.3.5+1.21.1 matching the installed version."
"framework.pw.toml","both","framework-neoforge-1.21.1-0.13.11.jar","framework","Framework","0.13.11","library_dependency","09_libraries_apis_compat_loaders","https://github.com/MrCrayfish/Framework","github.com","repository_verified","exact_release_or_tag","official_release_tag_and_source_metadata_match","https://github.com/MrCrayfish/Framework/tree/v1.21.1-0.13.11","Official source repository has exact tag v1.21.1-0.13.11 matching the installed Minecraft 1.21.1 build."
"ftb-filter-system.pw.toml","both","ftb-filter-system-neoforge-21.1.4.jar","ftb-filter-system","FTB Filter System","21.1.4","gameplay_support","06_qol_ui_maps_social_progression","https://github.com/FTBTeam/FTB-Filter-System","github.com","exact_commit_pinned","exact_commit","official_release_tag_and_source_metadata_match","https://github.com/FTBTeam/FTB-Filter-System/releases/tag/v21.1.4","Official source repository and exact tag v21.1.4 identify release commit d59059e."
"ftb-library-forge.pw.toml","both","ftb-library-neoforge-2101.1.35.jar","ftb-library-forge","FTB Library (NeoForge)","2101.1.35","library_dependency","09_libraries_apis_compat_loaders","https://github.com/FTBTeam/FTB-Library","github.com","repository_verified","exact_release_or_tag","official_release_tag_and_source_metadata_match","https://github.com/FTBTeam/FTB-Library/tree/v2101.1.35","Official source repository has exact tag v2101.1.35 matching the installed version."
